STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CDSD_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1971-10,172.6,0,3,",0",1,",0",-12.8,",0,30,+",76,",,0,31,",64,",,0,31,",3.6,",,0,31,",23.3,",0,09,+",649.3,0,11.4,",,,0",95,",,,0",5.6,",0",11.7,",,,0",-0.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1971-11,172.6,0,25,",0",5,",0",-16.1,",0,02,",229,",,0,15,",254,",,0,15,",9.1,",,0,15,",12.2,",0,12,+",1260.1,0,27.7,",,,0",487,",,,0",-2,",0",2.4,",,,0",-6.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1971-12,172.6,0,31,",0",9,",0",-24.4,",0,08,",584,",,0,14,",213,",,0,09,",8.1,",,0,22,+",2.2,",0,25,",2125,0,44,",,,0",889,",,,0",-9.6,",0",-5.1,",,,0",-14,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-01,0,0,31,",0",0,",0",-25.6,",0,04,",508,",,0,02,+",18,",,0,23,",3,",,0,23,",3.3,",0,21,",3002.2,0,6.6,",,,0",110,",,,0",-10,",0",-5.6,",,,0",-14.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-02,0,0,29,",0",0,",0",-25,",0,02,",406,",,0,03,+",5,",,0,26,",0.5,",,0,01,",5.6,",0,29,+",3681.5,0,1.1,",,,0",5,",,,0",-5.1,",0",-0.8,",,,0",-9.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-03,0,0,14,",0",1,",0",-11.1,",0,27,+",305,",,0,02,",51,",,0,02,",8.1,",,0,25,",18.3,",0,22,",4199.8,0,15.5,",,,0",51,",,,0",1.6,",0",7.1,",,,0",-3.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-04,0,0,0,",0",0,",0",-8.9,",0,03,",0,",,0,30,+",0,",T,0,30,",1.5,",,0,13,",20,",0,24,",4593.1,0,3.6,",,,0",0,",T,,0",5.2,",0",12.3,",,,0",-1.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-05,1.1,0,0,",0",0,",0",-6.7,",0,01,",0,",,0,31,+",0,",,0,31,+",11.2,",,0,08,",30,",0,31,",4811,0,20.6,",,,0",0,",,,0",11.3,",0",18.9,",,,0",3.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-06,8.6,0,0,",0",0,",0",3.3,",0,12,",0,",,0,30,+",0,",,0,30,+",16.8,",,0,23,",30,",0,29,",4883.4,0,49.6,",,,0",0,",,,0",16.2,",0",24.2,",,,0",8.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-07,66.4,0,0,",0",0,",0",5.6,",0,22,+",0,",,0,31,+",0,",,0,31,+",10.2,",,0,20,",33.3,",0,29,+",35.8,0,10.2,",,,0",0,",,,0",19,",0",27.5,",,,0",10.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-08,124.4,0,0,",0",0,",0",6.7,",0,24,",0,",,0,31,+",0,",,0,31,+",12.2,",,0,13,",33.9,",0,09,",46.6,0,36.4,",,,0",0,",,,0",19.9,",0",28.2,",,,0",11.5,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-09,125,0,0,",0",0,",0",-5,",0,25,",0,",,0,30,+",0,",,0,30,+",11.9,",,0,27,",26.7,",0,17,",241.3,0,27.7,",,,0",0,",,,0",11.9,",0",19.6,",,,0",4.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-10,125,0,0,",0",0,"1,0",-10.6,",0,31,",0,",,0,31,+",0,"1,,0,31,+",19.8,",,0,10,",20.6,",0,03,",564.3,0,33.3,",,,0",0,"1,,,0",7.9,",0",14.1,",,,0",1.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-11,125,0,0,",0",0,"4,0",-15,",0,28,",0,",,0,30,+",0,"4,,0,30,+",10.2,",,0,05,",7.8,",0,10,+",1137.6,0,29.3,",,,0",0,"4,,,0",-0.8,",0",2.6,",,,0",-4.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1972-12,125,0,,,,,-31.1,",0,10,",,,,,2.8,",,0,21,",4.4,",0,02,",1995.9,0,7.6,",,,0",,,-9.4,",0",-5.1,",,,0",-13.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-01,0,0,29,"2,0",6,",0",-26.1,",0,04,",406,"2,,0,23,+",165,",,0,19,",14.5,",,0,17,",5.6,",0,15,",2836.5,0,30,",,,0",495,",,,0",-8.8,",0",-4.3,",,,0",-13.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-02,0,0,,,4,",0",-16.7,",0,08,",,,102,",,0,12,",4.1,"2,,0,12,",8.9,",0,28,",3492.2,0,14.3,",a,,0",280,",,,0",-5.1,",0",-0.3,",,,0",-9.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-03,0,0,,,2,",0",-11.1,",0,30,+",,,51,",,0,22,",4.1,",,0,11,",5.6,",0,04,",4117.6,0,13.4,",,,0",89,",,,0",-1.8,",0",2.8,",,,0",-6.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-04,0,0,0,",0",0,",0",-10,",0,08,",0,",,0,30,+",0,",,0,30,+",6.4,",,0,14,",16.7,",0,27,",4566.2,0,17,",,,0",0,",,,0",3.4,",0",8.8,",,,0",-2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-05,0.6,0,0,",0",0,",0",-4.4,",0,02,",0,",,0,31,+",0,",,0,31,+",7.9,",,0,26,",27.2,",0,18,+",4780.6,0,21.9,",,,0",0,",,,0",11.4,",0",19.2,",,,0",3.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-06,20.5,0,0,",0",0,",0",-2.2,",0,18,+",0,",,0,30,+",0,",,0,30,+",13.5,",,0,14,",30,",0,27,+",4892.9,0,50.5,",,,0",0,",,,0",15.3,",0",23.2,",,,0",7.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-07,97.7,0,0,",0",0,",0",5,",0,23,+",0,",,0,31,+",0,",,0,31,+",23.9,",,0,20,",34.4,",0,10,",20.2,0,36.8,",,,0",0,",,,0",20.2,",0",28.5,",,,0",11.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-08,158.9,0,0,",0",0,",0",3.9,",0,28,",0,",,0,31,+",0,",,0,31,+",3.3,",,0,27,",33.3,"1,0,16,+",33.5,0,7.4,",,,0",0,",,,0",20,"1,0",28.8,"1,,,0",11.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-09,162.5,0,0,",0",0,",0",-1.1,",0,26,",0,",,0,30,+",0,",,0,30,+",15.2,",,0,23,",28.9,",0,10,+",184.5,0,33.5,",,,0",0,",,,0",13.4,",0",21.7,",,,0",5.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-10,162.5,0,0,",0",0,",0",-6.1,",0,26,",0,",,0,31,+",0,",,0,31,+",3.3,",,0,08,",23.3,",0,01,",504.6,0,4.3,",,,0",0,",,,0",8,",0",15.2,",,,0",0.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-11,162.5,0,8,",0",3,",0",-15.6,",0,04,",254,",,0,27,+",241,",,0,25,",11.4,",,0,18,",13.9,",0,10,",1090.4,0,49.6,",,,0",304,",,,0",-1.2,",0",2.3,",,,0",-4.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1973-12,162.5,0,31,",0",6,",0",-19.4,",0,31,",406,",,0,31,+",102,",,0,22,",9.1,",,0,22,",5.6,",0,01,",1823.8,0,25.7,",,,0",278,",,,0",-5.3,",0",-1,",,,0",-9.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-01,0,0,31,",0",0,",0",-25,",0,11,",406,",,0,03,+",13,",,0,25,+",3.3,",,0,19,",6.1,",0,16,",2661.1,0,9.7,",,,0",83,",,,0",-8.7,",0",-4.5,",,,0",-12.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-02,0,0,28,",0",1,",0",-16.7,",0,24,",279,",,0,28,+",25,",,0,19,",2,",,0,19,",3.3,",0,01,",3341.2,0,4.1,",,,0",53,",,,0",-6,",0",-1.2,",,,0",-10.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-03,0,0,30,",0",2,",0",-18.9,",0,20,",508,",,0,08,",107,",,0,07,",19.6,",,0,27,",9.4,",0,30,",3961,0,49.2,",,,0",229,",,,0",-1.7,",0",2.9,",,,0",-6.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-04,0,0,0,",0",0,",0",-7.2,",0,04,",0,",T,0,12,+",0,",T,0,03,+",3,",,0,01,",22.2,",0,24,",4340.8,0,4.3,",,,0",0,",T,,0",5.7,",0",12.4,",,,0",-1.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-05,0,0,0,",0",0,",0",-5.6,",0,13,",0,",,0,31,+",0,",,0,31,+",9.1,",,0,20,",25.6,",0,26,",4594.9,0,11.4,",,,0",0,",,,0",10.1,",0",17.7,",,,0",2.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-06,63.6,0,0,",0",0,",0",1.7,",0,09,",0,",,0,30,+",0,",,0,30,+",0.5,",,0,05,",33.9,",0,16,+",4655.6,0,0.8,",,,0",0,",,,0",18.4,",0",27.5,",,,0",9.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-07,163.5,0,0,",0",0,",0",3.3,",0,03,",0,",,0,31,+",0,",,0,31,+",4.1,",,0,01,",35.6,"1,0,15,+",11.4,0,6.9,",,,0",0,",,,0",21.3,"1,0",30.4,"1,,,0",12.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-08,204.4,0,0,",0",0,",0",2.8,",0,21,",0,",,0,31,+",0,",,0,31,+",11.7,",,0,09,",31.1,",0,27,+",51.1,0,30.8,",,,0",0,",,,0",18.4,",0",27.1,",,,0",9.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-09,211.1,0,0,",0",0,",0",-0.6,",0,28,",0,",,0,30,+",0,",,0,30,+",0,",,0,30,+",30,"1,0,04,",149.4,0,0,",,,0",0,",,,0",15.1,"1,0",24.4,"1,,,0",5.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-10,211.1,0,2,",0",2,",0",-6.1,",0,06,",51,",,0,21,",152,",,0,22,",24.6,",,0,21,",25,",0,02,",450,0,40.9,",,,0",203,",,,0",8.6,",0",15.8,",,,0",1.5,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-11,211.1,0,0,",0",0,",0",-13.9,",0,29,",0,",T,0,30,+",13,",,0,28,",5.3,",,0,08,",10,"1,0,13,",974.1,0,11.4,",,,0",13,",,,0",0.3,"1,0",4.6,"1,,,0",-4.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1974-12,211.1,0,27,",0",3,",0",-22.8,",0,31,",279,",,0,27,+",178,",,0,25,",7.6,",,0,04,",6.7,",0,02,",1759.9,0,29.2,",,,0",373,",,,0",-7,",0",-2.2,",,,0",-11.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-01,0,0,31,",0",3,",0",-26.1,",0,12,",356,",,0,15,+",64,",,0,05,",5.6,",,0,08,",5.6,",0,18,",2639.5,0,15.5,",,,0",199,",,,0",-10,",0",-5.2,",,,0",-14.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-02,0,0,28,",0",8,",0",-22.2,",0,22,",508,",,0,27,+",76,",,0,01,",4.8,",,0,20,",2.8,",0,28,",3366.3,0,20.1,",,,0",365,",,,0",-7.6,",0",-2.5,",,,0",-12.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-03,0,0,31,",0",3,",0",-17.2,",0,29,",483,",,0,31,+",152,",,0,25,+",10.4,",,0,25,",5.6,",0,01,",4032.8,0,27.4,",,,0",368,",,,0",-3.2,",0",1.4,",,,0",-7.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-04,0,0,30,",0",7,",0",-16.1,",0,02,",508,",,0,10,+",102,",,0,27,+",11.7,",,0,25,",9.4,",0,25,",4593.5,0,57.7,",,,0",420,",,,0",-0.4,",0",4.1,",,,0",-4.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-05,0,0,1,",0",1,",0",-5.6,"1,0,26,",25,",,0,01,",25,",,0,20,",12.2,",,0,12,",24.4,",0,15,",4914,0,37.6,",,,0",25,",,,0",7.8,"1,0",14.6,",,,0",1,"1,,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-06,1.4,0,0,",0",0,",0",0,",0,28,",0,",,0,30,+",0,",,0,30,+",22.4,",,0,18,",27.2,",0,30,+",5062.5,0,50.4,",,,0",0,",,,0",13.4,",0",21,",,,0",5.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-07,111.3,0,0,",0",0,",0",6.7,",0,31,",0,",,0,31,+",0,",,0,31,+",6.1,",,0,30,",33.9,",0,28,",10.3,0,23.3,",,,0",0,",,,0",21.6,",0",29.9,",,,0",13.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-08,143.8,0,0,",0",0,",0",2.2,",0,29,",0,",,0,31,+",0,",,0,31,+",4.8,",,0,14,",33.3,",0,05,",59.7,0,9.9,",,,0",0,",,,0",17.8,",0",26.4,",,,0",9.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-09,147.7,0,0,",0",0,",0",-0.6,",0,19,",0,",,0,30,+",0,",,0,30,+",19.1,",,0,16,",28.9,",0,09,+",166,0,19.1,",,,0",0,",,,0",14.9,",0",23.6,",,,0",6.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-10,147.7,0,7,",0",2,",0",-10,",0,24,",51,",,0,24,+",76,",,0,22,",11.9,",,0,22,",23.9,",0,06,",528.1,0,27.4,",,,0",127,",,,0",6.6,",0",12.8,",,,0",0.5,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-11,147.7,0,8,",0",3,",0",-23.3,",0,30,",178,",,0,27,+",178,",,0,26,",7.6,",,0,26,",16.7,",0,05,",1153.6,0,16,",,,0",254,",,,0",-2.5,",0",2.3,",,,0",-7.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1975-12,147.7,0,31,",0",4,",0",-16.7,",0,17,",330,",,0,14,+",254,",,0,13,",6.4,",,0,30,",5.6,",0,04,+",1853,0,19.6,",,,0",406,",,,0",-4.2,",0",-0.6,",,,0",-7.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-01,0,0,31,",0",4,",0",-17.8,",0,13,",381,",,0,11,",76,",,0,05,",7.1,",,0,05,",5.6,",0,29,",2632.2,0,13.7,",,,0",177,",,,0",-6.8,",0",-2.5,",,,0",-11.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-02,0,0,29,",0",2,",0",-20,",0,05,",381,",,0,24,+",51,",,0,19,",1.5,",,0,19,",4.4,",0,26,",3309.7,0,5.1,",,,0",115,",,,0",-5,",0",-0.1,",,,0",-10,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-03,0,0,31,",0",2,",0",-18.9,",0,03,",381,",,0,01,",51,",,0,01,",5.6,",,0,01,",6.1,",0,18,",4009,0,15,",,,0",89,",,,0",-4.2,",0",1,",,,0",-9.5,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-04,0,0,4,",0",2,",0",-8.9,",0,03,",51,",,0,02,+",51,",,0,27,+",8.6,",,0,27,",17.8,",0,11,",4418,0,29.3,",,,0",102,",,,0",4.7,",0",10.5,",,,0",-1.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-05,0,0,0,",0",0,",0",-0.6,",0,01,",0,",,0,31,+",0,",,0,31,+",9.4,",,0,04,",25,",0,17,",4609.8,0,20.3,",,,0",0,",,,0",12.1,",0",19.9,",,,0",4.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-06,10.3,0,0,",0",1,",0",-2.2,",0,26,",0,",,0,30,+",25,",,0,14,",14.2,",,0,22,",32.8,",0,29,",4737.9,0,42.4,",,,0",25,",,,0",14.4,",0",22.6,",,,0",6.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-07,110.1,0,0,",0",0,",0",6.7,",0,02,",0,",,0,31,+",0,",,0,31,+",6.1,",,0,18,",34.4,",0,23,+",3.3,0,15.8,",,,0",0,",,,0",21.4,",0",30.5,",,,0",12.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-08,126.8,0,0,",0",0,",0",1.1,",0,27,",0,",,0,31,+",0,",,0,31,+",25.1,",,0,23,",31.7,",0,21,",44.5,0,46.4,",,,0",0,",,,0",17.5,",0",26.2,",,,0",8.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-09,138.4,0,0,",0",0,",0",1.1,",0,08,",0,",,0,30,+",0,",,0,30,+",30.7,",,0,11,",32.2,",0,05,",152.5,0,56.9,",,,0",0,",,,0",15.1,",0",23,",,,0",7.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-10,138.4,0,0,",0",0,",0",-7.8,",0,19,",0,",,0,31,+",0,",T,0,05,",31.8,",,0,03,",23.9,",0,01,",519.6,0,31.8,",,,0",0,",T,,0",6.5,",0",13.3,",,,0",-0.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-11,138.4,0,0,",0",0,",0",-18.9,",0,27,",0,",,0,30,+",0,",T,0,15,",0,",T,0,17,+",16.7,",0,06,",1039,0,0,",T,,0",0,",T,,0",1,",0",6.9,",,,0",-4.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1976-12,138.4,0,0,",0",0,",0",-13.9,",0,20,",0,",,0,31,+",0,",T,0,31,+",0,",T,0,31,+",8.9,",0,17,",1735.2,0,0,",T,,0",0,",T,,0",-4.1,",0",1,",,,0",-9.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-01,0,0,29,",0",3,",0",-25,",0,09,",203,",,0,16,+",191,",,0,03,",13.2,",,0,03,",5,",0,21,",2584,0,18.1,",,,0",246,",,,0",-9.1,",0",-4.2,",,,0",-13.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-02,0,0,20,",0",1,",0",-17.2,",0,02,",127,",,0,05,+",38,",,0,22,",5.3,",,0,22,",8.9,",0,20,",3203.2,0,5.3,",,,0",38,",,,0",-3.8,",0",1.8,",,,0",-9.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-03,0,0,11,",0",4,",0",-13.3,",0,15,",76,",,0,20,+",51,",,0,18,+",6.1,",,0,18,",14.4,",0,23,",3813.1,0,17.3,",,,0",217,",,,0",-1.3,",0",4,",,,0",-6.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-04,0,0,0,",0",1,",0",-7.2,",0,03,",0,",,0,30,+",25,",,0,14,",5.1,",,0,14,",26.1,",0,25,",4094.6,0,5.6,",,,0",25,",,,0",8.9,",0",17.2,",,,0",0.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-05,0,0,0,",0",1,",0",-5,",0,05,",0,",,0,31,+",51,",,0,17,",11.9,",,0,17,",25.6,",0,31,",4395.6,0,90.1,",,,0",51,",,,0",8.6,",0",14.8,",,,0",2.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-06,33.9,0,0,",0",0,",0",5.6,",0,12,",0,",,0,30,+",0,",,0,30,+",29.7,",,0,10,",31.7,",0,26,+",4436.4,0,48.3,",,,0",0,",,,0",18.1,",0",26,",,,0",10.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-07,103.4,0,0,",0",0,",0",6.7,",0,07,",0,",,0,31,+",0,",,0,31,+",36.3,",,0,25,",35.6,",0,16,",7.3,0,93.2,",,,0",0,",,,0",20.3,",0",28.9,",,,0",11.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-08,154.5,0,0,",0",0,",0",1.1,",0,31,",0,",,0,31,+",0,",,0,31,+",9.1,",,0,26,",32.2,",0,17,",53.2,0,25.8,",,,0",0,",,,0",18.5,",0",26.8,",,,0",10.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-09,163.9,0,0,",0",0,",0",0,",0,23,",0,",,0,30,+",0,",,0,30,+",33.5,",,0,15,",32.2,",0,05,",206.1,0,54.1,",,,0",0,",,,0",13.6,",0",21.8,",,,0",5.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-10,163.9,0,0,",0",1,",0",-6.7,",0,31,+",0,",,0,31,+",25,",,0,31,",3.8,",,0,31,",20,",0,25,+",526.5,0,3.8,",,,0",25,",,,0",8,",0",15.5,",,,0",0.5,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-11,163.9,0,9,",0",2,",0",-21.7,",0,20,",51,",,0,24,+",25,",,0,22,+",10.4,",,0,06,",12.8,",0,05,",1119.6,0,14.3,",,,0",58,",,,0",-1.4,",0",3.7,",,,0",-6.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1977-12,163.9,0,16,",0",3,",0",-21.1,",0,20,",127,",,0,30,",102,",,0,18,",9.9,",,0,15,",7.2,",0,03,",1832.4,0,38.4,",,,0",265,",,,0",-4.7,",0",-0.7,",,,0",-8.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1978-01,0,0,31,",0",4,",0",-23.3,",0,02,",356,",,0,29,+",102,",,0,15,",6.6,",,0,15,",2.8,",0,06,",2547.4,0,23.9,",,,0",315,",,,0",-4.7,",0",-1.4,",,,0",-8.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1978-02,0,0,28,",0",5,",0",-18.3,",0,18,",508,",,0,11,",102,",,0,08,",8.6,",,0,06,",6.1,",0,05,",3185.7,0,29.5,",,,0",303,",,,0",-4.5,",0",-0.4,",,,0",-8.5,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1978-03,0,0,25,",0",1,",0",-16.1,",0,03,",356,",,0,05,",38,",,0,05,",6.4,",,0,05,",17.8,",0,30,",3725.9,0,8.4,",,,0",51,",,,0",0.9,",0",5.9,",,,0",-4.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1978-04,0,0,0,",0",1,",0",-5.6,",0,22,",0,",,0,30,+",25,",,0,05,",11.2,",,0,26,",18.9,",0,25,",4112.6,0,82.1,",,,0",51,",,,0",5.4,",0",11.2,",,,0",-0.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1978-05,0,0,0,",0",0,",0",-2.8,",0,26,+",0,",,0,31,+",0,",,0,31,+",3,",,0,03,",24.4,",0,14,",4374.3,0,6.9,",,,0",0,",,,0",9.9,",0",17,",,,0",2.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1978-06,8.5,0,0,",0",0,",0",-0.6,",0,11,",0,",,0,30,+",0,",,0,30,+",7.9,",,0,03,",29.4,",0,29,+",4452.3,0,11.5,",,,0",0,",,,0",16,",0",24.3,",,,0",7.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1978-07,78.9,0,0,",0",0,",0",4.4,",0,05,",0,",,0,31,+",0,",,0,31,+",17.3,",,0,28,",34.4,",0,25,",13.6,0,21.6,",,,0",0,",,,0",20.2,",0",29,",,,0",11.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1978-08,132.8,0,0,",0",0,",0",1.7,",0,17,+",0,",,0,31,+",0,",,0,31,+",2,",,0,13,",33.3,",0,07,+",62.6,0,2,",,,0",0,",,,0",18.5,",0",27.2,",,,0",9.8,",,,0"
